id, TITLE, UNIF TITLE, AUTHOR, ISBN/ISSN, LOCATIONS, SHELF INFO, IMPRINT, EDITION, SUBJECT, NOTE, SERIES, DESCRIPT, ALT TITLE, ALT AUTHOR
"353","Superman returns [DVD] / Warner Bros. Pictures presents in; association with Legendary Pictures in association with Bad Hat; Harry ; produced by Gilbert Adler, Jon Peters, Bryan Singer ;; story by Bryan Singer & Michael Dougherty & Dan Harris ;; screenplay by Michael Dougherty & Dan Harris ; directed by; Bryan Singer.","","","1419827170.","Public Library","PubLib DVD (1st floor)  FEATURE FILM - S","Burbank, CA : Warner Home Video, c2006.","Widescreen ed.","Superman (Fictitious character) -- Drama.; Lane, Lois (Fictitious character) -- Drama.; Enemies (Persons) -- Drama.; Man-woman relationships -- Drama.; Enemigo -- Teatro. bidex.; Relaciones humanas -- Teatro. bidex.; Feature films.; Superman films.; Action and adventure films.; Fantasy films.; Video recordings for the hearing impaired.; Adventure -- Feature. migfg.; Fantasy -- Feature. migfg.; Action and adventure films. gsafd.; Fantasy films. gsafd.; Videodiscs.; DVD-Video discs.; DVD video discs lcsh.","DVD; region 1; widescreen presentation; dual-layer presentation.; Closed-captioned; dialogue in English (Dolby Digital 5.1; surround) or Spanish (Dolby Digital 5.1 surround) with optional; subtitles in English, French or Spanish..; Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker; Posey, Frank Langella, Sam Huntington, Eva Marie Saint.; Director of photography, Newton Thomas Sigel ; editors, Elliot; Graham, John Ottman ; theme music, John Williams ; music, John; Ottman ; costume designer, Louise Mingenbach ; production; designer, Guy Hendrix Dyas.; Based on the characters created  by Jerry Siegel and Joe Shuster.; MPAA rating: PG-13; for some intense action violence.; Following a mysterious absence of several years, the man of Steel; returns to Earth. While archenemy Lex Luthor plots to render; him powerless once and for all, Superman faces the realization; that Lois Lane has moved on with her life.; For private home use only.","","1 videodisc (154 min.) : sd., col. ; 4 3/4 in.","","Routh, Brandon.; Singer, Bryan.; Bosworth, Kate, 1983-; Spacey, Kevin.; Marsden, James, 1973-; Posey, Parker, 1968-; Sigel, Newton Thomas.; Williams, John, 1932-; Ottman, John.; Siegel, Jerry, 1914-1996.; Shuster, Joe.; Warner Home Video (Firm)"
"354","9 to 5 [DVD] / 20th Century Fox ; IPC Films ; producer, Bruce; Gilbert ; directed by Colin Higgins.","","","024543231523.","Public Library","PubLib DVD (1st floor)  FEATURE FILM - N","Beverly Hills, CA : 20th Century Fox Home Entertainment, [2006]","Sexist, egotistical, lying, hypocritical bigot ed. ; [Widescreen; ed.].","Secretaries -- Drama.; Supervisors -- Drama.; Managing your boss -- Drama.; Bullying in the workplace -- Drama.; Sexual harassment of women -- Drama.; Secretarias -- Teatro. bidex.; Supervisores -- Teatro. bidex.; Intimidación -- Teatro. bidex.; Feature films.; Comedy films.; Video recordings for the hearing impaired.; DVD video discs lcsh.","DVD, region 1, widescreen presentation; Dolby Digital.; Closed-captioned.; Dialogue in English with optional soundtrack in French and; Spanish, and with optional subtitles in English and Spanish.; Title from container.; Jane Fonda, Lily Tomlin, Dolly Parton, Dabney Coleman.; Originally released as a motion picture in 1980.; MPAA rating: PG.; Three secretaries live every female worker's dream after; discovering they share the same resentment towards their sexist; boss.; Special features: All new on-camera interviews; a breathlessly; funny audio commentary featuring Jane Fonda, Lily Tomlin, Dolly; Parton and producer Bruce Gilbert; over 10 minutes of never-; before-seen deleted footage; a 24-minute featurette looking; back at 'Nine to five' over the last 25 years.","","1 videodisc (109 min.) : sd., col. ; 4 3/4 in.","Nine to five.","Higgins, Colin, 1941-1988.; Fonda, Jane, 1937-; Tomlin, Lily.; Parton, Dolly.; Coleman, Dabney, 1932-; Twentieth Century Fox Home Entertainment, Inc.; IPC Films (Firm); Twentieth Century-Fox Film Corporation."
"355","Flushed away [DVD] / DreamWorks Animation ; Aardman Animations ;; DreakWorks SKG ; produced by Cecil Kramer, Peter Lord, David; Sproxton ; story by Sam Fell and Peter Lord and Dick Clement &; Ian La Frenais ; screenplay by Dick Clement & Ian La Frenais; and Chris Lloyd & Joe Keenen and Will Davies ; directed by; David Bowers, Sam Fell.","","","1415730733.","Public Library & Public Library YOUTH","PubLib DVD (1st floor)  FEATURE FILM - F","Glendale, Calif. : DreamWorks Pictures, [2007], c2006.","","Mice as pets -- Juvenile drama.; Rattus norvegicus -- England -- London -- Juvenile drama.; Sewerage -- England -- London -- Juvenile drama.; Ragpickers -- England -- London -- Juvenile drama.; Cousins -- Juvenile drama.; Kensington (London, England) -- Juvenile drama.; Mice as pets -- Drama.; Rattus norvegicus -- England -- London -- Drama.; Sewerage -- England -- London -- Drama.; Ragpickers -- England -- London -- Drama.; Cousins -- Drama.; Kensington (London, England) -- Drama.; Alcantarillado -- Inglaterra -- London -- Teatro juvenil. bidex.; Ratón Inglaterra London Teatro juvenil.; Feature films.; Animated films.; Comedy films.; Action and adventure films.; Villains in motion pictures.; Video recordings for the hearing impaired.; Comedy -- Animation -- Feature. migfg.; Adventure -- Animation -- Feature. migfg.; Animal -- Animation -- Feature. migfg.; Family -- Animation -- Feature. migfg.; Feature films. gsafd.; Animated films. gsafd.; Comedy films. gsafd.; Action and adventure films. gsafd.; DVD video discs lcsh.","DVD ; region 1 ; widescreen presentation ; Dolby Digital 5.1; surround, Dolby Digital 2.0 stereo., surround.; In English, French, or Spanish, with optional English, French, or; Spanish subtitles.; Closed-captioned.; Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno, Bill Nighy,; Andy Serkis, Shane Richie.; Directors of photography, Brad Blackbourn, Frank Passingham ;; editors, Eric Dapkewicz, John Venzon ; original music, Harry; Gregson-Williams ; costume designer, Jane Poole ; production; designer, David James ; visual effects supervisor, Wendy Rogers; ; animators, Manuel Almela, Chris Capel, Greg Whittaker.; DVD release of the 2006 motion picture.; MPAA rating: PG; crude humor, some language.; Roddy is a decidedly upper-crust ""society mouse"" who lives the; life of a pampered pet in a posh Kensington flat. When a sewer; rat named Sid comes out of the sink, he desides he had hit the; jackpot. Roddy schemes to rid himself of Sid by luring him into; the ""whirlpool."" Sid may be an ignorant slob, but he's no fool,; but it is Roddy who winds up being flushed away into the; bustling sewer world of Ratropolis. There Roddy meets Rita, an; enterprising scavenger who works the sewers in the Jammy; Dodger, her faithful boat. Roddy immediately wants out, or; rather, up. Trouble comes in the form of the villainous Toad --; who royally despises all rodents. The Toad dispatches his two; hapless hench-rats, Spike and Whitey, to get the job done. When; they fail, the Toad has no choice but to send to France for his; cousin, Le Frog, the dreaded mercenary.; Special features: filmmaker commentary ; new animated slug; songs ; from clay to CG: a technical journey ; Jammy Dodger; fly-thru ; ""Meet the cast"" featurette ; animator's gallery ;; behind-the-scenes interactive tour ; DWA jukebox ; trailers ;; learn to draw Roddy ; music of 'Flushed away' ; DVD-ROM:; ""Flushed away underground adventure"" game ; ""A maze of pipes""; game ; build-a-slug.","","1 videodisc (84 min.) : sd., col. ; 4 3/4 in.","","Bowers, David.; Fell, Sam.; Lord, Peter, 1953-; Clement, Dick.; La Frenais, Ian.; Lloyd, Chris.; Keenan, Joe.; Davies, William.; Jackman, Hugh.; Winslet, Kate.; McKellen, Ian.; Reno, Jean, 1948-; Nighy, Bill, 1949-; Serkis, Andy.; Richie, Shane, 1964-; Gregson-Williams, Harry.; DreamWorks Animation.; Aardman Animations (Firm); Dreamworks Pictures.; Paramount Home Entertainment (Firm)"
"356","The Bourne identity [DVD] / a Universal Pictures presentation, a; Hypnotic and Kennedy/Marshall production, a Doug Liman film ;; produced by Doug Liman, Patrick Crowley, Richard N. Gladstein ;; screenplay by Tony Gilroy and William Blake Herron ; directed; by Doug Liman.","Bourne identity (Motion picture)","","0783263597.","Public Library","PubLib DVD (1st floor)  FEATURE FILM - B","Universal City, CA : Universal Pictures, c2002.","Collector's ed.; Widescreen version.","Bourne, Jason (Fictitious character) -- Drama.; United States. Central Intelligence Agency -- Drama.; Undercover operations -- Drama.; Amnesia -- Drama.; Intelligence officers -- Drama.; Estados Unidos. Agencia Central de Inteligencia -- Teatro. bidex.; Operaciones clandestinas -- Teatro. bidex.; Amnesia -- Teatro. bidex.; Suspense films. gsafd.; Feature films.; Video recordings for the hearing impaired.; DVD video discs lcsh.","DVD, stereo., surround.; English and French dialogue; Spanish subtitles; closed-captioned.; Matt Damon, Franka Potente, Chris Cooper, Clive Owen, Brian Cox,; Adewale Akinnuoye-Agbaje.; Director of photography, Oliver Wood ; editor, Saar Klein ;; music, John Powell ; costume designer, Pierre-Yves Gayraud ;; production designer, Dan Weil.; Based on the novel by Robert Ludlum.; MPAA rating: PG-13, for violence and some language.; Bourne, is pulled from the sea suffering from amnesia with a pair; of bullet wounds in his back. His only clue to his own identity; is a bank account number etched on a capsule implanted in his; body. He finds the Zurich bank where money, a gun, and several; passports with different names await. He quickly realizes he; can trust no one and offers a German gypsy named Maria ten; thousand dollars for a ride to Paris. With Maria's reluctant; help, Bourne edges closer to the truth, something CIA officials; want concealed at all costs.; Special features: exclusive alternate ending; explosive deleted; scenes; the making-of ""The Bourne identity""; feature commentary; with director Doug Liman; ""Extreme ways"" music video by Moby;; production notes; cast and filmmaker's biographies and film; highlights; original theatrical trailer; DVD-ROM.","","1 videodisc (118 min.) : sd., col. ; 4 3/4 in.","","Liman, Doug.; Crowley, Patrick.; Gladstein, Richard N.; Gilroy, Tony.; Herron, William Blake.; Damon, Matt.; Potente, Franka, 1974-; Cooper, Chris, 1951-; Owen, Clive.; Cox, Brian, 1946-; Akinnuoye-Agbaje, Adewale, 1967-; Wood, Oliver.; Klein, Saar.; Powell, John.; Ludlum, Robert, 1927-2001. Bourne identity.; Universal Pictures (Firm); Hypnotic (Firm)"
"357","Gremlins [DVD] / Warner Bros. Inc. ; Steven Spielberg presents ;; written by Chris Columbus ; produced by Michael Finnell ;; directed by Joe Dante.","Gremlins (Motion picture)","","141985514X.","Public Library","PubLib DVD (1st floor)  FEATURE FILM - G","Burbank, CA : Warner Home Video, [2007]","Special ed., widescreen.","Horror.; Comedy.","DVD; NTSC, region 1; widescreen presentation, enhanced for; widescreen TV's, Dolby surround 5.1; Dolby surround stereo.;; dual layer format.; In English with optional subtitles in English, French or Spanish;; closed-captioned in English.; Zach Galligan, Phoebe Cates, Hoyt Axton, Polly Holliday, Frances; Lee McCain, Judge Reinhold, Corey Feldman, Harry Carey Jr.; Director of photography, John Hora ; edited by Tina Hirsch ;; music by Jerry Goldsmith ; Gremlins created by Chris Walas.; Warner Home Video: 116315 (container); 22826 (disc).; Originally produced as a motion picture in 1984.; Special features: over 10 minutes of never-before-seen footage; 2; commentaries; behind-the-scenes documentary; photo/storyboard; gallery; cast/crew film highlights; theatrical trailer. Bonus; material not rated or captioned.; When a young bank teller inadvertently breaks the rules of Mogwai; care, his new pet, Gizmo, multiplies into a bevy of mischievous; brothers, who soon morph into malevolent scaly creatures.; MPAA rating: PG.; Special features: Widescreen version presented in a ""matted""; format -- 10 minutes of never-before-seen footage -- Commentary; with director Joe Dante, Zack Galligan, Phoebe Cates, Dick; Miller -- Commentary with director Joe Dante, producer Michael; Finnell and special effects artist Chris Walas -- Behind-the-; scenes documentary -- Photo/storyboard gallery -- Cast/crew; film highlights -- Theatrical trailer -- Language: English; Dolby surround 5.1 ; English Dolby surround stereo ; French; Dolby surround stereo ; Spanish Dolby surround stereo --; Subtitles: English, French, Spanish.","","1 videodisc (106 min.) : sound, color ; 4 3/4 in.","","Spielberg, Steven, 1946-  Producer.; Finnell, Michael.  Producer.; Dante, Joe, 1948-  Director.; Columbus, Chris.  Author of screenplay.; Galligan, Zack.  Actor.; Cates, Phoebe.  Actor.; Axton, Hoyt.  Actor.; Holliday, Polly, 1937-  Actor.; McCain, Frances Lee.  Actor.; Reinhold, Judge, 1957-  Actor.; Goldsmith, Jerry.  Composer.; Warner Bros. Pictures (1969- ); Warner Home Video (Firm)"
"358","The abolitionists [DVD] / American Experience Films presents ; an; Apograph Productions Inc. film for American Experience ; a; production of WGBH ; written, produced & directed by Rob; Rapley.","American experience (Television program)","","9781608838332.","Public Library","PubLib DVD NONFIC (1st  326.8 A1542","Boston : WGBH Educational Foundation ; Arlington, Va. : PBS; Distribution, c2013.","","Garrison, William Lloyd, 1805-1879.; Douglass, Frederick, 1818-1895.; Grimké, Angelina Emily, 1805-1879.; Stowe, Harriet Beecher, 1811-1896.; Brown, John, 1800-1859.; Documentary television programs. lcgft.; Historical television programs. lcgft.; Television programs for the hearing impaired. lcgft.; Nonfiction television programs. lcgft.; DVD video discs.; History.","DVD, Region 1, widescreen, 5.1 surround.; In English with optional English subtitles for the deaf and hard; of hearing.; Not rated.; Originally broadcast on the television series, ""The American; experience.""; Richard Brooks, Neal Huff, Jeanine Serralles, Kate Lyn Sheil, T.; Ryder Smith.; Editors, John Chimples, Aljernon Tunsil ; cinematography, Tim; Cragg ; original music, Tom Phillips ; narrator, Oliver Platt.; ""Radicals. Agitators. Troublemakers. Liberators. Called many; names, the abolitionists tore the nation apart in order to; create a more perfect union. Men and women, black and white,; Northerners and Southerners, poor and wealthy, these passionate; anti-slavery activists fought body and soul in the most; important civil rights crusade in American history""--Container.; Part 1. (54 min.) Introduction -- Angelina's religious; struggle -- Slavery and the American economy -- The; Liberator -- The postal campaign -- Garrison faces a mob --; Angelina & Theodore Weld -- Leaving the American anti-slavery; society.; Part 2. (54 min.) Introduction -- Douglass escapes slavery --; Douglass flees to Great Britain -- The North Star -- Harriet's; loss -- The great compromise -- Uncle Tom's cabin.; Part 3. (54 min.) Introduction -- Battle over Kansas -- Raid on; Harpers Ferry -- The Civil War begins -- The Emancipation; Proclamation -- Victory.","","1 videodisc (ca. 180 min.) : sd., col. with b&w sequences ; 4 3/4; in.","","Rapley, Rob.; Brooks, Richard, 1962-; Huff, Neal.; Serralles, Jeanine.; Sheil, Kate Lyn.; Smith, T. Ryder.; Platt, Oliver.; American Experience Films.; Apograph Productions.; WGBH (Television station : Boston, Mass.); WGBH Educational Foundation.; PBS Distribution (Firm)"
"359","KNIGHT'S GAMBIT 1861485.","","FAULKNER, WILLIAM.","","Public Library","","","","","3/1/17.","","","",""
"360","Lucky peach presents 101 easy Asian recipes / Peter Meehan and; the editors of Lucky peach ; photographs by Gabriele Stabile.","Lucky peach.","Meehan, Peter, 1977- author.","9780804187794 (hardcover)","Public Library","PubLib NONFICTION (2nd  641.595 M4944","New York : Clarkson Potter/Publishers, [2015]","First edition.","Cooking, Asian.; Cookbooks. lcgft.","Includes index.; Pantry -- Cold dishes, apps, and pickly bits -- Breakfast --; Pancakes -- Soups and stews -- Noodles -- Rices -- Warm; vegetables -- Chicken -- Meats -- Seafood -- Super sauces --; Dessert.; This debut cookbook from the highly popular indie food magazine,; staying true to bold flavors, shares favorite Asian dishes that; occupy the sweet spot of crave-worthy and are simple to make,; including dandan noodles, Japanese fried chicken and pho.  --; Publisher's description.","","271 pages : color illustrations ; 27 cm.","Lucky peach 101 easy Asian recipes.; Lucky peach presents one hundred and one easy Asian recipes.; 101 easy Asian recipes.",""
"361","In the great green room : the brilliant and bold life of Margaret; Wise Brown / Amy Gary.","","Gary, Amy, author.","9781250065360 (hardcover)","Public Library","PubLib <span style=""fon B BROWN, M.","New York : Flatiron Books, 2017.; ©2016.","First edition.","Brown, Margaret Wise, 1910-1952.; Authors, American -- 20th century -- Biography.; Children's literature -- Authorship.; Women authors -- Biography.; Bisexual women -- Biography.; Biographies. lcgft.","Includes bibliographical references (pages 247-279) and index.; Margaret Wise Brown's books have sold millions of copies all over; the world, but few people know that she was at the center of a; children's book publishing revolution. Her whimsy and; imagination fueled a steady stream of stories, songs, and; poems, and she was renowned for her prolific writing and; business savvy, as well as her beauty and endless thirst for; adventure. Margaret started her writing career by helping to; shape the curriculum for the Bank Street School for Children,; making it her mission to create stories that would rise above; traditional fairy tales and allowed girls to see themselves as; equals to boys. At the same time, she also experimented; endlessly with her own writing. Margaret embraced life with; passion, lived extravagantly off of her royalties, went on; rabbit hunts, and carried on long and troubled love affairs; with both men and women. One of great loves in Margaret's life; was a gender-bending poet and ex-wife of John Barrymore who; went by the stage name of Michael Strange. She and Margaret had; a tempestuous yet secret relationship, at one point living next; door to each other. After the dissolution of their relationship; and Michael's death, Margaret became engaged to a younger man; who also happened to be the son of a Rockefeller and a; Carnegie. But before they could marry Margaret died; unexpectedly at the age of forty-two, leaving behind a cache of; unpublished work and a timeless collection of books that would; go on to become classics in children's literature.","","xv, 288 pages, 16 unnumbered pages plates : illustrations (some; color) ; 22 cm.","",""
"362","The unsettlers : in search of the good life in today's America /; Mark Sundeen.","","Sundeen, Mark, 1970- author.","9781594631580 (hardcover)","Public Library","PubLib <span style=""fon 640 S9579","New York : Riverhead Books, 2016.; ©2016.","","Self-reliant living -- United States.; Sustainable living -- United States.; Alternative lifestyles -- United States.; Simplicity.; United States -- Civilization -- 21st century.","A work of immersive journalism steeped in a distinctively; American social history and sparked by a personal quest, The; Unsettlers traces the search for the simple life through the; stories of three families of new pioneers and what inspired; each of them to look for--or create--a better existence.; Captivating and clear-eyed, it dares us to imagine what a; sustainable, ethical, authentic future might actually look; like.-- adapted from book jacket.; Introduction -- Missouri -- Detroit -- Montana -- Epilogue.","","324 pages ; 24 cm.","",""
"363","Bread, wine, chocolate : the slow loss of foods we love / Simran; Sethi.","","Sethi, Simran, author.","9780061581076 (hardcover)","Public Library","PubLib <span style=""fon 631.58 S4953","San Francisco : HarperOne, an imprint of HarperCollinsPublishers,; [2015]; &#xA9;2015.","First edition.","Agrobiodiversity.; Food crops.; Agricultural resources.; Nutrition.","Includes bibliographical references (pages 309-342).; What's at stake. Biodiversity -- Taste -- Wine. In the glass --; On the vine -- Tasting wine -- Chocolate. The baba -- The; bar -- Tasting chocolate -- Coffee. The cup -- The wild --; Tasting coffee -- Beer. The spice -- The soul -- Tasting; beer -- Bread. The temple -- The blessing -- Tasting bread --; Octopus. Eight tentacles -- Three hearts -- Appendices: Methods; of conserving agricultural biodiversity -- Drivers of change in; agricultural biodiversity.; ""Bread, Wine, and Chocolate, part journey to six continents in; pursuit of delicious and endangered tastes, part investigation; of the loss of biodiversity from soil to plate, tells the story; of what we are losing, how we are losing it, and the inspiring; people and places that are bringing back the foods we love.; Award-winning journalist Simran Sethi travels from wild coffee; forests in Ethiopian to cocoa plantations in Ecuador, from the; brewery to the bakery to the temple, in order to meet; scientists, farmers, chefs, wine makers, beer brewers, coffee; roasters, chocolate connoisseurs, bakers, and many more to; explore the reasons behind four developing monodiets in order; to savor and save the foods we love.""--Jacket.","","350 pages : color illustrations ; 24 cm.","",""
"364","A meatloaf in every oven : two chatty cooks, one iconic dish, and; dozens of recipes-- from Mom's to Mario Batali's / Frank; Bruni & Jennifer Steinhauer ; illustrations by Marilyn Pollack; Naron.","","Bruni, Frank, author.","9781455563050 (hardcover)","Public Library","PubLib <span style=""fon 641.66 B896","New York : Grand Central Life & Style, 2017.","First edition.","Meat loaf.; Cookbooks. lcgft.","Includes index.; Classics -- Around the world -- Lamb -- Cluck cluck gobble gobble; -- Meatless loaves -- Guilty pleasures -- Political; postscript -- Sides.; ""This love letter to meatloaf incorporates history, personal; anecdotes and even meatloaf sandwiches, all the while making; you feel like you're cooking with two trusted and knowledgeable; friends.""--Back cover.","","xvi, 254 pages : illustrations ; 21 cm.","Two chatty cooks, one iconic dish, and dozens of recipes-- from; Mom's to Mario Batali's.","Steinhauer, Jennifer, author.; Naron, Marilyn Pollack, illustrator."
"365","Moonlight [DVD] / producers, Adele Romanski, Dede Gardner, Sarah; Esberg ; writer/director, Barry Jenkins.","","","031398257363.","Public Library","PubLib DVD (1st floor)  FEATURE FILM - M","[United States] : A24 / Lionsgate, [2017]","[Spanish subtitled version]","Drama.","DVD, region 1, 16 x 9 widescreen (2.39:1); 5.1 Dolby digital.; English dialogue; Spanish subtitles; subtitled for the deaf and; hard of hearing.; Title from container.; Naomie Harris, Trevante Rhodes, Janelle Monáe, Mahershala Ali.; Music, Nicholas Britell ; director of photography, James Laxton.; Based on the play ""In moonlight black boys look blue"" by Tarell; Alvin McCraney.; Originally released as a motion picture in 2016.; Widescreen.; Rating: R; for some sexuality, drug use, brief violence, and; language throughout.; Special features: Audio commentary with director Barry Jenkins;; Ensemble of emotion: the making of Moonlight; Poetry through; collaboration: the music of Moonlight; Cruel beauty: filming in; Miami.; A young black man struggles to find his place in the world while; growing up in a rough neighborhood of Miami.","","1 videodisc (approx. 111 min.) : sound, color ; 4 3/4 in.; Motion picture.","Moonlight [DVD]","Jenkins, Barry, 1979- film director, screenwriter.; Harris, Naomie, 1976- actor.; Rhodes, Trevante, actor.; Monáe, Janelle, actor.; Ali, Mahershala, actor.; Motion picture adaptation of (work) : McCraney, Tarell Alvin. In; moonlight black boys look blue.; A24 (Firm), publisher.; Lions Gate Entertainment (Firm), publisher."
"366","Arrival [DVD] / Paramount Pictures presents ; in association with; Filmnation Entertainment and Lava Bear Films ; a 21 Laps; Entertainment production ; a Denis Villeneuve film ; produced; by Shawn Levy, Dan Levine, Aaron Ryder, David Linde ;; screenplay by Eric Heisserer ; directed by Denis Villeneuve.","Container of (work) Arrival (Motion picture : 2016); Container of (expression) Arrival (Motion picture : 2016).; French.; Container of (expression) Arrival (Motion picture : 2016).; Spanish.","","032429263407.","Public Library","PubLib DVD (1st floor)  FEATURE FILM - A","Hollywood, California : Paramount Pictures, [2017]; ©2017.","","Drama.; Sci-Fi.; Drama.","DVD, region 1, NTSC, widescreen; 5.1 Dolby digital.; English, French or Spanish dialogue; optional Spanish, English or; French subtitles; Closed-captioned; English descriptive audio.; Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg.; Director of photography, Bradford Young ; editor, Joe Walker ;; music, Johann Johannsson.; Based on the story ""Story of your life"" by Ted Chiang.; Widescreen.; Originally released as a motion picture in 2016.; MPAA rating: PG-13; for brief strong language.; When mysterious spacecraft touch down around the world, a team,; including linguist Louise Banks, is brought together to; investigate. As mankind teeters on the verge of global war,; Banks and the team race against time for answers, and to find; them, she will take a chance that could threaten her life, and; quite possibly humanity.","","1 videodisc (116 min.) : sound, color ; 4 3/4 in.; Motion picture.","Arrival [DVD]","Villeneuve, Denis, 1967- film director.; Heisserer, Eric, screenplay.; Levy, Shawn, 1968- film producer.; Levine, Dan (Daniel J.), film producer.; Ryder, Aaron, film producer.; Linde, David, 1960- film producer.; Adams, Amy, actor.; Renner, Jeremy, actor.; Whitaker, Forest, actor.; Stuhlbarg, Michael, actor.; Young, Bradford, director of photography.; Walker, Joe, 1963 October 2- editor of moving image work.; Jóhann Jóhannsson, 1969- composer (expression); Motion picture adaptaion of (work): Chiang, Ted. Story of your; life.; Paramount Home Entertainment (Firm), publisher.; Paramount Pictures Corporation, presenter.; FilmNation Entertainment (Firm), presenter.; Lava Bear Films, presenter.; 21 Laps Entertainment (Firm), production company."
"367","My life, my love, my legacy / Coretta Scott King ; as told to the; Rev. Dr. Barbara Reynolds.","","King, Coretta Scott, 1927-2006, author.","9781627795982 (hardcover)","Public Library","PubLib <span style=""fon B KING, C.","New York : Henry Holt and Company, 2017.; ©2017.","First edition.","King, Coretta Scott, 1927-2006.; King, Martin Luther, Jr., 1929-1968.; Civil rights workers -- United States -- Biography.; African American women -- Biography.; Social reformers -- United States -- Biography.; Spouses of clergy -- United States -- Biography.; Widows -- United States -- Biography.; Baptist women -- United States -- Biography.; Christian women -- United States -- Biography.; Autobiographies. lcgft.","""The life story of Coretta Scott King--wife of Martin Luther King; Jr., founder of the King Center for Nonviolent Social Change,; and singular twentieth-century American civil rights activist--; as told fully for the first time, toward the end of her life,; to one of her closest friends. Born in 1927 to daringly; enterprising black parents in the Deep South, Coretta Scott had; always felt called to a special purpose. One of the first black; scholarship students recruited to Antioch College, a committed; pacifist, and a civil rights activist, she was an avowed; feminist--a graduate student determined to pursue her own; career--when she met Martin Luther King Jr., a Baptist minister; insistent that his wife stay home with the children. But in; love and devoted to shared Christian beliefs and racial justice; goals, she married King, and events promptly thrust her into a; maelstrom of history throughout which she was a strategic; partner, a standard bearer, a marcher, a negotiator, and a; crucial fundraiser in support of world-changing achievements.; As a widow and single mother of four, while butting heads with; the all-male African American leadership of the times, she; championed gay rights and AIDS awareness, founded the King; Center for Nonviolent Social Change, lobbied for fifteen years; to help pass a bill establishing the US national holiday in; honor of her slain husband, and was a powerful international; presence, serving as a UN ambassador and playing a key role in; Nelson Mandela's election. Coretta's is a love story, a family; saga, and the memoir of an independent-minded black woman in; twentieth-century America, a brave leader who stood committed,; proud, forgiving, nonviolent, and hopeful in the face of; terrorism and violent hatred every single day of her life.""--; Provided by publisher.; We don't have time to cry -- A sense of belonging -- I have; something to offer -- A brave soldier -- Time itself was; ready -- The winds of change -- I will never turn back --; Pushed to the breaking point -- I've been called by God, too --; So evil only God could change it -- I have a dream --; Heartbreak knocked, faith answered -- Securing the right to; vote was a blood covenant -- Moral concerns know no geographic; boundary -- I don't want you to grieve for me -- With a prayer; in my heart, I could greet the morning -- My fifth child -- We; must learn to disagree without being disagreeable -- Injustice; anywhere is a threat to justice everywhere -- Happy birthday,; Martin -- Our children -- I will count it all joy -- Afterwords; / by Andrew Young, Maya Angelou, Patricia Latimore, Congressman; John Conyers, Dr. Barbara Williams-Skinner, Myrlie Evers-; Williams -- My mother, my mentor / by Dr. Bernice A. King --; The making of her memoir / by Rev. Dr. Barbara Reynolds.","","viii, 356 pages, 8 unnumbered pages of plates : illustrations ;; 25 cm.","","Reynolds, Barbara A., author."
"368","Vegan with a vengeance : over 150 delicious, cheap, animal-free; recipes that rock : celebrating 10 years of vegan domination /; Isa Chandra Moskowitz ; photographs by Kate Lewis.","","Moskowitz, Isa Chandra, author.","9780738218335.","Public Library","PubLib NONFICTION (2nd  641.5636 M9119","Boston, MA : Da Capo, Lifelong, a member of the Perseus Books; Group, 2015.","Tenth anniversary edition.","Vegan cooking.; Vegetarian cooking.; Cookbooks. lcgft.","Includes index.","","xi, 276 pages : color illustrations ; 24 cm.","",""
"369","USB Stereo headset with microphone [computer device]","","Cyber Acoustics.","","Public Library","PubLib REF DESK         HEADSET #1","Vancouver, WA : Cyber Acoustics, 2016.","","","Model AC-851.; This device may be borrowed for in-library use for two hours.","","1 stereo headset ; 6"" x 7"" x 1.75"" 4 oz + 1 owners manual.","Headset.; Headphones.; Microphone.",""
"370","Kill A Watt energy detector [kit] / distributed by P3; International Corporation; Efficiency Maine, 2008.","","","","Public Library","PubLib REFERENCE        Reference Desk","[New York] : P3 International Corporation; Efficiency Maine,; 2008.","","Electricity.; Electric power -- Conservation.; Energy conservation.; Energy consumption -- Measurement.; Household appliances, Electric.","""Plug in the Kill A Watt energy detector at your home or office,; and find out exactly how much electricity each device is; using.""","","1 electricity usage monitor (5 1/8"" x 1 5/8"" x 2 3/8"") + 1; printed instruction sheet and 1 folded efficiency savings guide; booklet.","Electricity usage monitor.; Cut the carbon.","Efficiency Maine.; P3 International Corporation.; NHsaves energy solutions for New Hampshire."
